rank,Steam ID,last Two Weeks,ATH,scoreSum,status_U_Count,Level,Badges,Games,Friends,Groups,Screenshots,Reviews,Cluster
76,76561197976151361,5.52,44.44,0.0,0,27,28,488,0,6,30,14,0
76,76561198062801326,5.17,221.14,0.58,0,8,4,75,12,1,0,2,0
76,76561198065604863,7.62,420.2,0.38,0.4,28,24,282,12,1,25,7,0
76,76561198094141961,13.58,227.01,0.01,0,19,11,241,39,0,0,7,0
76,76561198852052691,3.15,55.11,0.08,0,6,6,40,25,2,0,1,0
76,76561198061618518,4.27,94.31,0.03,0,94,52,838,29,6,143,30,0
76,76561198836018566,7.82,95.26,0.16,0.08,25,24,182,65,6,1,19,0
76,76561198104962063,4.53,180.84,0.41,0.1,39,17,195,80,2,1,5,0
76,76561198001095079,19.32,5527.46,0.85,0.06,10,3,57,2,0,0,2,0
76,76561198057101492,9.25,1386.36,0.89,0,58,30,407,19,0,59,24,0
76,76561198309489700,18.63,271.35,0.18,0.08,8,5,73,30,1,0,10,0
76,76561198040345481,59.92,628.18,0.78,0.28,11,3,389,58,4,0,4,0
76,76561198114629284,6.63,521.94,0.46,0.04,16,13,342,23,3,205,3,0
76,76561198075023962,4.13,99.7,0.21,0,36,40,351,0,0,58,37,0
76,76561198059308052,13.88,559.69,0.42,0.38,47,48,295,0,16,0,13,0
76,76561198114254634,7.72,185.85,0.57,0,15,13,179,99,3,2,7,0
76,76561199063728795,40.45,341.71,0.25,0.13,19,5,164,22,0,0,3,0
76,76561199163138714,1.95,273.03,0.34,0.05,4,6,41,6,0,0,11,0
76,76561198002021733,2.57,1559.59,0.47,0,12,4,297,37,1,0,3,0
76,76561198244367184,15.03,440.53,0.0,0,8,4,132,14,0,0,6,0
76,76561198132336817,2.18,216.96,0.47,0.04,17,16,101,17,1,0,14,0
76,76561198029855223,1.2,3886.39,0.4,0.1,10,4,46,1,0,0,6,0
76,76561198123673502,13.95,752.88,0.03,0,22,8,285,43,0,21,3,0
76,76561198030915473,2.3,134.58,0.07,0,15,10,149,24,0,0,7,0
76,76561197989563556,32.0,633.4,0.01,0,11,4,204,24,1,0,2,0
76,76561197960620982,2.42,87.69,0.01,0,20,12,492,18,2,0,8,0
76,76561198027559150,49.03,1131.37,0.0,0,61,23,967,112,2,473,52,-1
76,76561198350588478,1.72,635.49,0.44,0.05,9,6,76,49,0,12,4,0
76,76561198374825028,3.25,105.9,0.25,0,41,28,187,34,4,99,68,0
76,76561197991961048,2.7,220.65,0.49,0.12,33,22,222,113,0,4,2,0
76,76561198198030526,2.62,312.81,0.45,0.14,27,18,56,0,0,35,13,0
76,76561197960324138,27.08,594.48,0.65,0.04,17,10,244,40,13,28,11,0
76,76561198332735703,3.27,90.02,0.07,0.25,46,18,128,0,1,10,22,0
76,76561198026928442,7.93,87.23,0.03,0,27,23,331,164,6,131,15,0
76,76561198004029344,5.13,184.05,0.53,0.04,22,17,146,73,2,51,6,0
76,76561198064564432,2.32,209.52,0.05,0,13,8,126,88,15,3,5,0
76,76561198065646132,24.75,1089.94,0.19,0.23,22,9,88,62,4,0,2,0
76,76561198024970189,8.57,450.98,0.18,0,16,9,49,20,1,0,1,0
76,76561198040038635,12.67,105.51,0.25,0,44,12,181,53,11,1,31,0
76,76561198799147546,14.75,432.98,0.12,0.1,18,12,166,34,3,1,17,0
76,76561198048188892,6.77,582.51,0.71,0.4,14,12,152,6,2,0,1,0
76,76561198189267378,12.25,116.94,0.37,0.3,29,37,176,125,1,98,5,0
76,76561198166625022,7.53,214.2,0.89,0.17,22,14,84,26,1,137,18,0
76,76561198121108806,7.7,1225.31,0.74,0,7,4,43,9,2,0,2,0
76,76561198420508927,37.77,221.79,0.02,0.2,6,4,107,13,0,0,2,0
76,76561199005219596,2.47,138.24,0.02,0,17,8,60,0,1,1,9,0
76,76561198848185716,10.75,389.8,0.46,0,8,7,78,13,0,8,7,0
76,76561197962288361,1.58,1509.93,0.02,0,14,7,223,53,6,28,5,0
76,76561199025116776,1.28,186.32,0.26,0.56,21,11,55,55,8,1,6,0
76,76561198144399417,13.07,358.65,0.61,0,16,16,153,31,8,23,21,0
76,76561198047612002,12.3,74.71,0.23,0,37,23,278,138,21,62,18,0
76,76561199083578452,1.38,453.13,0.41,0.43,11,8,22,12,0,10,5,0
76,76561198164560130,1.3,3826.57,0.76,0.26,8,5,43,35,2,1,3,0
76,76561198024876086,13.12,271.17,0.4,0.48,11,6,192,15,4,13,8,0
76,76561198042542790,5.18,257.95,0.7,0.03,80,157,490,36,3,249,16,0
76,76561198366127839,2.52,804.94,0.05,0.29,10,6,65,86,5,0,2,0
76,76561198321605806,18.75,107.74,0.36,0,50,25,102,20,4,339,37,0
76,76561198055473206,7.97,329.41,0.53,0,33,10,127,43,7,1,7,0
76,76561197961370391,8.28,282.98,0.04,0,12,6,124,8,0,43,3,0
76,76561197960674308,32.0,207.61,0.08,0.12,43,44,927,14,5,143,60,0
76,76561198248165150,18.63,263.8,0.01,0,10,8,71,3,0,0,4,0
76,76561198026070169,28.13,166.56,0.39,0,16,11,310,0,0,0,13,0
76,76561198294753041,1.42,300.94,0.03,0,11,13,169,0,3,25,31,0
76,76561198271725290,3.72,205.0,0.09,0.11,12,5,86,25,0,1,6,0
76,76561198958311846,3.2,46.0,0.1,0.11,9,9,37,13,0,0,21,0
76,76561198389467941,1.95,134.7,0.02,0,41,18,171,30,10,3,40,0
76,76561198077222917,8.67,219.84,1.0,0.29,58,9,164,19,0,0,6,0
76,76561198410591829,4.83,963.14,0.05,0.43,3,2,7,7,1,0,4,0
76,76561199133741457,1.53,100.93,0.0,0,9,8,78,20,0,4,13,0
76,76561198218018404,5.25,442.13,0.57,0,30,10,109,25,2,3,15,0
76,76561198296532843,9.45,405.0,0.68,0.1,73,100,219,112,10,280,9,0
76,76561198321148868,1.92,1141.54,0.17,0.5,7,4,76,133,3,0,10,0
76,76561198865521949,22.1,311.45,0.4,0,5,4,55,16,1,4,4,0
76,76561198184860853,3.27,1306.69,0.65,0.22,7,4,45,35,1,4,3,0
76,76561198095473223,12.18,202.59,0.43,0.36,24,23,143,83,4,0,1,0
76,76561198132617316,11.87,687.85,0.61,0.11,10,7,104,0,4,11,21,0
76,76561198055800037,77.95,1557.92,1.0,0.24,43,63,0,24,1,260,38,0
76,76561197983370738,1.07,1166.63,0.93,0.03,71,66,387,57,19,159,23,0
76,76561197999587457,4.7,366.71,0.6,0.04,36,32,348,68,3,112,11,0
76,76561198967024781,5.35,82.47,0.14,0,15,6,34,21,1,8,3,0
76,76561198061251789,13.5,295.62,0.96,0.08,58,130,197,31,3,459,18,0
76,76561198152609739,8.68,1270.76,0.09,0,10,5,256,30,0,43,4,0
76,76561198143598393,49.18,920.95,1.0,0.16,47,41,191,0,3,1,3,0
76,76561198044220107,4.23,311.25,0.1,0,40,62,463,26,19,0,90,0
76,76561198199083393,2.67,178.41,0.57,0.15,32,32,62,35,6,6,13,0
76,76561198044695300,92.35,3083.7,0.67,0.07,13,7,497,17,0,0,2,0
76,76561198056236984,2.05,1441.67,1.0,0.03,8,3,45,0,0,3,4,0
76,76561198140155688,3.37,77.91,0.31,0.29,66,79,195,112,11,156,30,0
76,76561198066273990,5.42,576.28,0.81,0,10,6,136,2,2,432,69,0
76,76561199015586114,1.92,25.4,0.0,0,27,11,64,50,3,51,2,0
76,76561198811145376,29.78,156.52,0.01,0.5,10,9,59,27,1,1,7,0
76,76561198164243715,20.25,797.76,0.34,0,8,4,54,4,0,0,24,0
76,76561197984818087,2.67,667.32,0.64,0.32,12,7,208,152,0,5,5,0
76,76561199143680854,12.37,539.27,0.24,0.13,11,11,30,22,0,0,4,0
76,76561199022047556,1.35,699.77,0.01,0,5,3,39,47,0,4,6,0
76,76561198045967990,8.18,1015.28,0.71,0.03,21,19,293,57,4,0,6,0
76,76561198290887685,19.42,233.01,0.04,0.5,20,12,66,0,0,1,12,0
76,76561198151436360,3.52,488.37,0.53,0.04,30,36,226,16,0,2,49,0
76,76561198444740014,10.22,258.94,0.05,0.14,6,3,73,13,0,0,2,0
76,76561198053128299,8.28,421.98,0.85,0.5,30,19,186,29,5,0,2,0
76,76561198094263289,72.15,496.94,0.92,0.08,41,31,230,91,2,39,2,0
76,76561198975003844,1.12,175.15,0.01,0,26,7,87,100,0,9,4,0
76,76561198228988344,5.67,134.23,0.01,0,10,5,114,36,1,0,4,0
76,76561198231601164,7.85,180.4,0.6,0,20,14,119,39,3,6,20,0
76,76561198357147241,2.35,126.2,0.0,0,5,3,18,5,0,0,1,0
76,76561198999419541,1.08,1061.15,0.14,0,3,3,34,14,0,0,4,0
76,76561199066430202,2.85,956.72,0.15,0.36,4,3,10,34,1,1,2,0
76,76561198855938850,5.57,112.07,0.03,0,12,8,12,20,0,0,1,0
76,76561198133443544,1.48,35.78,0.04,0,12,7,153,27,1,1,1,0
76,76561198084725780,1.83,463.84,0.4,0.1,10,5,178,0,12,16,5,0
76,76561198070774834,1.87,205.09,0.26,0.07,65,72,440,231,48,25,13,0
76,76561198317494873,12.38,196.06,0.01,0.4,36,10,37,5,0,0,12,0
76,76561198137972780,29.38,391.36,0.35,0.11,10,9,83,17,5,0,13,0
76,76561198289570314,21.12,110.75,0.17,0.17,43,16,93,23,6,0,19,0
76,76561198138725619,1.02,144.9,0.01,0,10,8,135,52,1,4,4,0
76,76561198113208205,2.17,126.6,0.13,0,41,43,139,0,13,37,65,0
76,76561198324870034,6.38,990.53,0.85,0.35,5,3,9,8,0,0,3,0
76,76561198137292246,44.53,1634.7,0.23,0,113,169,246,0,7,80,57,-1
76,76561198251532058,5.63,169.2,0.01,0,11,5,56,0,3,19,7,0
76,76561198007266445,8.8,459.24,0.65,0.04,9,2,56,100,0,0,2,0
76,76561198359823899,79.62,977.67,0.37,0.15,44,13,68,83,4,5,9,0
76,76561198402241061,93.8,1232.16,0.76,0.45,14,11,120,18,0,0,19,0
76,76561198154752473,62.35,3578.33,0.01,0,10,5,100,143,2,3,8,0
76,76561198147626433,61.12,694.85,0.53,0,10,8,91,118,16,147,2,0
76,76561198063500886,2.0,166.27,0.53,0.16,11,5,73,50,0,1,11,0
76,76561198012975385,3.22,474.38,0.0,0,72,12,367,0,5,47,86,0
76,76561198059619395,58.12,617.33,0.39,0.05,74,56,297,78,11,96,8,0
76,76561198006527801,2.1,159.76,0.46,0,17,13,679,0,3,4,32,0
76,76561198433918469,3.32,23.55,0.0,1.0,38,13,102,44,2,1,13,0
76,76561198026356005,8.73,394.55,0.0,0,14,8,112,3,1,0,5,0
76,76561198272669220,3.88,989.26,0.64,0.14,4,3,5,2,0,0,2,0
76,76561198037955422,1.25,247.29,0.24,0.07,20,14,282,138,7,57,11,0
76,76561198081975172,1.47,398.51,0.81,0.36,35,11,128,23,4,3,8,0
76,76561198138278114,6.47,439.51,0.78,0.12,69,42,155,54,10,9,5,0
76,76561198142464153,1.42,171.63,0.3,0.12,19,8,270,42,3,5,8,0
76,76561198034355659,114.18,1194.84,0.23,0,11,4,173,28,2,0,4,0
76,76561199114443668,91.0,1800.32,0.53,0,3,3,16,8,2,1,7,0
76,76561197962699019,13.15,126.83,0.02,0,18,12,547,0,11,24,13,0
76,76561198145107998,8.08,289.41,0.44,0.09,10,8,76,0,1,6,11,0
76,76561199117496219,22.78,322.12,0.44,0.36,3,5,1,7,2,0,1,0
76,76561198138096953,82.43,440.53,0.54,0.28,9,5,68,9,0,0,3,0
76,76561198429068403,27.18,313.0,0.34,0.42,11,8,58,25,1,3,13,0
76,76561198005062716,35.08,212.8,0.63,0.04,14,10,140,78,7,22,4,0
76,76561198045196689,50.77,387.6,0.0,0,10,4,71,69,10,33,3,0
76,76561198280349457,2.5,567.17,0.54,0.4,35,42,95,69,2,49,17,0
76,76561198079041005,10.37,518.05,0.48,0.09,7,2,50,0,0,0,2,0
76,76561198232246944,3.92,1037.97,0.18,0.36,44,44,153,26,2,1,2,0
76,76561198062542129,47.28,507.8,1.0,0.13,12,7,158,21,1,6,4,0
76,76561198145247731,4.93,147.2,0.41,0,50,34,131,385,33,4,25,0
76,76561198408741566,21.55,518.58,0.04,0.33,22,12,71,0,2,6,3,0
76,76561198269022009,55.28,209.63,0.05,0,9,6,87,10,0,0,9,0
76,76561198205966176,22.12,251.01,0.59,0.19,13,8,132,78,31,0,3,0
76,76561198120402679,9.62,153.16,0.19,0,33,13,72,21,3,2,3,0
76,76561198411300020,2.83,183.43,0.12,0.1,11,7,68,0,0,7,8,0
76,76561198419888605,1.65,591.28,0.04,0,6,5,87,26,1,11,25,0
76,76561198107316900,13.88,517.61,0.16,0,62,23,151,77,7,0,4,0
76,76561198041711867,1.95,1153.66,0.51,0.22,8,3,19,16,1,0,2,0
76,76561198297861891,4.8,279.95,0.34,0.21,11,6,45,21,1,1,5,0
76,76561198066039520,37.03,165.85,0.51,0.04,52,24,338,35,9,0,18,0
76,76561198354807902,2.77,33.19,0.04,0,44,32,196,36,11,0,93,0
76,76561198022353855,15.62,457.39,0.21,0.14,37,10,279,118,17,8,1,0
76,76561198048873077,5.7,72.62,0.03,0,67,29,279,2,0,3,35,0
76,76561198146470527,51.15,486.57,0.0,0,16,8,80,0,1,3,4,0
76,76561198258062030,1.38,32.04,0.08,0,65,19,224,65,1,15,6,0
76,76561198049922904,23.92,1043.11,0.07,0.25,31,37,915,48,5,1,9,0
76,76561198066051842,2.85,237.68,0.22,0,12,7,362,12,1,3,8,0
76,76561198073951188,8.75,140.14,0.4,0.1,18,14,178,148,2,67,7,0
76,76561198358551495,32.3,314.34,0.38,0.05,9,6,93,0,1,6,23,0
76,76561198253829982,37.02,601.18,0.7,0.33,16,9,406,19,0,0,5,0
76,76561198259174262,1.17,255.94,0.01,0,47,20,117,15,0,13,26,0
76,76561198154108669,1.38,1258.22,0.1,0.25,12,11,156,0,6,6,3,0
76,76561198831789268,2.6,123.88,0.13,0,6,5,29,12,0,3,5,0
76,76561197983015735,16.97,2711.87,0.3,0.24,13,6,329,44,3,0,2,0
76,76561198030479315,22.47,3506.96,0.75,0,10,3,149,6,0,1,2,0
76,76561198037037658,3.95,911.69,1.0,0.03,11,7,95,17,3,0,3,0
76,76561198154127497,8.38,764.78,0.24,0.4,13,8,486,25,3,127,2,0
76,76561198804649915,3.4,822.43,0.3,0,20,12,84,34,1,2,2,0
76,76561198170515083,11.38,112.46,0.18,0.08,53,14,92,72,3,15,6,0
76,76561198131052238,2.17,493.74,0.2,0.14,14,12,49,19,3,0,14,0
76,76561198041161554,20.38,326.21,0.85,0.21,43,16,395,60,15,35,9,0
76,76561198263866809,5.9,106.3,0.13,0,14,12,123,42,0,2,4,0
76,76561198134077384,2.02,322.01,0.28,0.24,40,36,159,58,17,19,12,0
76,76561198064257205,82.07,323.82,0.05,0.33,28,29,656,0,0,3,5,0
76,76561198268160011,3.1,231.0,0.43,0,42,41,284,89,7,358,94,0
76,76561198135992845,1.33,678.33,0.78,0.03,48,13,160,58,6,7,5,0
76,76561197976049820,1.98,1841.8,0.05,0,38,29,549,0,7,2,13,0
76,76561198799704852,1.58,131.82,0.01,0,10,10,99,18,1,1,16,0
76,76561198799405698,30.15,272.15,0.0,0,26,9,124,123,12,16,31,0
76,76561198309008843,18.33,212.08,0.54,0.12,25,18,177,47,3,1,13,0
76,76561198019078104,6.52,134.78,0.46,0.09,12,10,123,11,8,1,7,0
76,76561198170215319,3.53,381.1,0.0,1.0,9,5,78,88,8,7,6,0
76,76561198434889227,4.12,285.31,0.2,0,12,13,27,0,0,7,15,0
76,76561198184921169,1.77,296.84,0.57,0.23,12,8,142,0,1,2,3,0
76,76561197988800706,2.27,662.87,0.48,0,11,4,110,1,0,0,1,0
76,76561198367329083,5.5,132.55,0.57,0.15,51,22,96,52,1,0,3,0
76,76561198850824150,12.05,48.48,0.07,0.12,8,6,111,35,1,0,1,0
76,76561197963526684,9.6,235.01,0.6,0.15,13,7,235,75,2,401,16,0
76,76561198056977582,46.37,966.4,0.03,0,12,8,110,21,0,111,7,0
76,76561198029145003,39.48,1192.55,0.46,0.09,16,9,174,0,1,98,6,0
76,76561198275345301,58.22,144.0,0.27,0,59,13,208,124,5,12,16,0
76,76561198308522777,4.07,276.4,0.07,0.38,23,29,131,189,22,352,57,0
76,76561197970045274,8.08,935.03,0.75,0.03,13,6,43,24,2,0,4,0
76,76561198080228992,1.72,134.82,0.37,0.05,60,20,136,43,3,11,13,0
76,76561197996182302,24.52,709.48,0.78,0.16,52,58,360,0,0,0,5,0
76,76561198127819427,9.63,469.64,0.4,0.1,8,4,60,6,2,0,1,0
76,76561198375732065,1.12,127.39,0.05,0.29,11,9,96,28,0,6,8,0
76,76561198797517535,34.03,1024.83,0.78,0.25,25,33,224,33,2,0,2,0
76,76561198231469188,7.2,113.55,0.27,0.12,99,90,323,93,3,399,9,0
76,76561197999208549,27.62,374.71,0.57,0,21,6,177,0,0,0,1,0
76,76561198841390487,9.05,102.68,0.07,0.12,56,22,182,87,3,1,7,0
76,76561198302191029,4.33,1623.82,0.11,0.4,8,4,32,38,3,0,1,0
76,76561198158715893,24.92,1304.25,0.67,0,16,5,60,5,0,39,1,0
76,76561197975312995,10.72,1324.21,0.85,0.32,76,44,482,0,2,16,7,0
76,76561198048982995,12.72,531.5,0.64,0,10,6,74,15,0,1,2,0
76,76561197992005546,7.62,199.03,0.48,0,72,40,878,57,2,81,21,0
76,76561198862077403,11.18,140.18,0.52,0,15,14,220,24,3,4,14,0
76,76561198065281437,49.28,514.12,0.07,0.12,21,6,432,75,1,2,3,0
76,76561198140575410,1.02,254.45,0.29,0,9,6,73,41,2,0,4,0
76,76561198087408420,18.42,701.28,0.53,0.04,11,6,213,0,2,9,5,0
76,76561198326441567,105.2,653.21,0.43,0.05,100,44,54,56,30,45,11,0
76,76561198447381795,20.6,311.01,0.44,0.05,17,14,289,29,1,15,13,0
76,76561197995221143,41.45,4641.04,0.66,0.32,45,27,568,15,3,3,4,-1
76,76561197995562674,31.43,2802.72,0.47,0.26,51,19,386,14,3,7,1,0
76,76561198009626346,80.58,590.42,0.0,0,68,50,932,4,4,2,4,-1
76,76561198205966032,1.05,80.72,0.01,0,16,15,185,0,5,24,20,0
76,76561198008678106,14.73,575.3,0.56,0,28,29,763,0,77,38,4,0
76,76561197969751256,7.2,449.46,0.71,0.27,50,18,592,0,1,2,1,0
76,76561197985205405,43.87,394.95,0.53,0,27,34,417,15,0,40,13,0
76,76561198311354067,29.3,913.49,0.6,0.07,21,11,129,37,5,0,3,0
76,76561198184427735,12.27,110.79,0.24,0.13,64,27,221,29,2,84,6,0
76,76561198033965810,10.2,271.93,0.42,0.1,51,73,554,55,56,111,12,0
76,76561198137118747,1.92,114.13,0.24,0.13,14,11,115,0,48,93,10,0
76,76561198117999065,14.7,182.45,0.13,0.73,23,25,98,66,33,2,10,0
76,76561198030930697,5.98,432.73,0.5,0.17,10,4,73,22,0,1,6,0
76,76561198061338705,59.15,166.82,0.01,0,68,47,185,27,1,21,4,0
76,76561198044649243,134.92,668.14,0.05,0,47,70,0,12,9,3,5,0
76,76561198060767774,79.48,246.12,0.47,0.17,81,105,370,138,12,50,12,0
76,76561197989820439,70.53,256.64,0.01,0,83,23,386,32,0,27,9,0
76,76561198042913960,52.2,154.84,0.26,0.19,92,87,139,43,45,223,4,0
76,76561198043597488,38.53,1537.85,1.0,0.32,53,48,388,41,17,54,18,0
76,76561198139110421,29.95,517.3,0.16,0,55,35,133,58,4,23,4,0
76,76561198047773435,2.8,171.06,0.4,0,61,44,545,0,3,675,14,0
76,76561198074676000,3.8,98.54,0.32,0,20,18,185,6,0,52,3,0
76,76561198091107799,15.98,263.01,0.09,0.11,44,41,144,40,5,0,2,0
76,76561198272322999,130.03,440.45,0.36,0,49,27,128,24,2,12,4,0
76,76561198830919531,39.77,948.84,0.54,0.16,10,10,123,39,1,1,3,0
76,76561198000653214,42.05,247.52,0.15,0,39,47,761,0,41,0,98,-1
76,76561198227261572,1.28,455.71,0.28,0.35,62,37,292,44,1,25,7,0
76,76561198336105454,4.8,97.62,0.0,0,59,17,197,66,9,7,6,0
76,76561198095902478,18.7,279.92,0.21,0.14,58,42,216,59,9,80,11,0
76,76561198038971867,6.1,177.08,0.11,0,38,21,289,113,1,8,2,0
76,76561198326281285,2.68,59.44,0.09,0,12,13,161,20,0,34,2,0
76,76561198052585448,15.9,969.57,0.89,0,57,67,251,32,2,21,10,0
76,76561197987611908,1.43,143.55,0.37,0.25,22,22,128,24,2,0,5,0
76,76561198080155096,9.13,513.0,0.54,0,13,7,117,0,0,0,5,0
76,76561198066025615,7.85,515.99,0.51,0.08,64,31,266,28,4,150,4,0
76,76561198000306045,12.98,2001.65,0.96,0.11,15,10,441,15,0,0,3,0
76,76561198009217626,4.37,96.32,0.01,0,37,66,350,48,3,109,18,0
76,76561197983145571,6.97,140.79,0.11,0,34,30,859,43,4,0,8,0
76,76561197983301654,34.98,879.18,1.0,0,179,106,411,78,3,8,33,-1
76,76561198215069820,4.05,459.73,0.14,0,18,16,168,54,2,11,23,0
76,76561198054594312,30.8,267.38,0.75,0.1,95,60,389,26,3,0,6,0
76,76561198175266391,1.58,77.67,0.41,0.05,31,27,69,13,4,0,7,0
76,76561199066981937,43.32,45.78,0.07,0.5,12,8,5,95,8,0,1,0
76,76561198287718122,3.0,88.45,0.11,0,24,20,204,37,4,88,26,0
76,76561197977811731,23.52,107.25,0.15,0,66,59,327,27,2,125,8,0
76,76561198130626089,9.85,178.32,0.0,0,72,13,281,0,1,0,4,0
76,76561198004989578,5.88,207.97,0.28,0.19,37,30,580,33,0,16,5,0
76,76561198110835350,9.8,243.43,0.63,0,80,87,445,36,1,4,7,0
76,76561198046098856,3.52,307.12,0.21,0,87,87,157,128,0,0,6,0
76,76561198012931613,140.35,1300.53,0.32,0,14,11,247,51,0,1,4,0
76,76561198083971187,3.05,77.79,0.3,0,15,12,193,37,1,49,12,0
76,76561198007235702,16.98,158.71,0.15,0.3,52,49,0,68,5,19,9,0
76,76561198032045431,13.3,397.63,0.01,0,78,67,0,86,2,736,22,0
76,76561198101586298,8.42,256.72,0.82,0,20,15,262,19,2,0,5,0
76,76561198109975775,43.6,169.97,0.24,0.27,50,33,261,31,5,0,4,0
76,76561198070279697,104.02,1110.96,0.82,0.12,103,35,160,48,5,0,2,0
76,76561198000172622,46.55,1055.81,0.63,0.07,50,33,238,0,7,0,10,0
76,76561198089253914,10.52,1386.61,0.37,0.1,21,14,128,118,8,28,3,0
76,76561197983196279,77.73,683.18,0.85,0.18,59,122,0,0,11,75,15,0
76,76561198083372978,3.43,80.32,0.29,0,31,26,60,115,18,35,2,0
76,76561198311525196,3.52,334.06,0.58,0.54,25,34,126,81,26,0,4,0
76,76561198996245930,11.68,416.98,0.92,0.22,32,29,147,109,5,5,13,0
76,76561198027414947,6.37,1583.3,0.0,0,42,31,799,0,3,0,6,0
76,76561197967601373,4.5,47.89,0.01,0,21,15,0,14,2,5,1,0
76,76561198841562523,3.98,356.16,0.32,0.06,10,9,40,35,1,1,3,0
76,76561198058604553,8.95,57.51,0.01,0.2,26,30,804,35,0,11,32,0
76,76561198105056513,9.43,128.6,0.1,0.11,25,26,122,197,18,279,5,0
76,76561198092171065,4.95,159.97,0.47,0,226,344,0,14,42,0,13,-1
76,76561197971255801,13.6,1151.44,0.89,0.17,164,661,0,0,7,20,13,-1
76,76561198171594969,9.45,137.27,0.39,0.3,37,29,177,0,7,69,4,0
76,76561198020145438,13.2,261.77,0.51,0.08,30,19,193,44,6,2,5,0
76,76561198083922128,17.83,627.19,1.0,0.11,96,92,532,44,49,0,10,0
76,76561198027366181,34.82,353.51,0.33,0.12,21,21,242,40,3,81,7,0
76,76561198003345622,11.22,601.06,0.19,0.08,22,16,201,0,2,51,15,0
76,76561198052734944,12.38,879.1,0.75,0.48,26,30,190,55,3,3,5,0
76,76561198217240860,35.33,417.37,0.25,0.31,13,12,91,17,0,0,2,0
76,76561198036120366,47.97,736.12,0.92,0.33,43,30,271,21,1,0,5,0
76,76561198120501232,7.02,396.23,0.54,0.04,53,27,428,93,2,63,3,0
76,76561198038190610,15.6,70.0,0.14,0.27,41,37,412,21,7,23,14,0
76,76561198242550624,13.97,480.68,0.92,0.36,41,21,86,27,4,0,3,0
76,76561198062143922,1.28,367.32,0.0,0,51,28,475,0,113,337,25,-1
76,76561197970855100,15.97,51.36,0.01,0.75,44,66,379,56,11,16,17,0
76,76561198029823886,1.55,707.62,0.56,0.36,43,30,360,45,2,1,5,0
76,76561198296517520,23.23,134.0,0.18,0.15,28,22,237,47,5,40,3,0
76,76561198057051240,51.63,544.73,0.51,0.04,56,28,467,59,10,15,5,0
76,76561198090962924,1.73,381.44,0.47,0,27,23,102,44,22,31,3,0
76,76561197976915518,34.05,1503.64,0.82,0,63,76,624,21,0,6,12,0
76,76561198126879057,18.2,304.28,0.72,0.07,38,36,172,32,8,1,2,0
76,76561197975967622,2.17,186.55,0.89,0,85,97,730,95,7,31,33,0
76,76561198130228559,4.07,151.77,0.02,0,47,23,174,48,3,12,9,0
76,76561198103116358,9.65,119.26,0.27,0.31,29,39,141,39,7,3,6,0
76,76561198267692850,6.15,104.94,0.33,0,16,9,52,9,1,3,2,0
76,76561197997574492,5.58,392.71,0.57,0.04,17,13,318,38,17,466,2,0
76,76561198113837993,40.55,359.06,0.09,0.56,65,37,273,52,2,1,9,0
76,76561197990445045,28.57,350.2,0.6,0,15,10,247,108,2,0,3,0
76,76561198068522723,56.15,360.24,0.61,0,19,13,198,90,7,5,3,0
76,76561198093800248,22.27,272.13,0.01,0,45,21,157,37,6,83,6,0
76,76561197991656106,11.93,106.83,0.25,0.21,83,168,0,61,18,5,6,0
76,76561198165718229,12.43,198.88,0.7,0,57,76,301,160,20,255,6,0
76,76561198315489617,3.07,269.78,0.36,0,33,14,54,19,7,31,7,0
76,76561198035540105,7.17,1112.37,0.78,0.41,12,7,178,98,6,29,4,0
76,76561198978371692,14.95,626.75,0.71,0.13,6,4,88,22,0,0,20,0
76,76561198079849591,3.15,388.32,0.52,0.43,25,19,144,147,50,13,4,0
76,76561198348440716,2.48,141.7,0.12,0.2,70,16,329,27,4,17,19,0
76,76561198042170972,21.22,90.33,0.28,0.18,23,22,624,36,4,107,8,0
76,76561198004785546,77.83,541.03,0.21,0.07,24,23,196,87,11,0,1,0
76,76561198073745936,42.25,1430.33,0.47,0,11,11,111,0,8,4,2,0
76,76561197993435565,71.03,1165.05,0.85,0.06,57,53,524,39,6,0,4,0
76,76561198061820905,5.2,465.45,0.03,0.4,53,31,345,40,1,29,9,0
76,76561197969807521,12.63,1414.35,0.29,0.06,31,43,918,15,3,14,39,0
76,76561198011261046,32.0,1156.94,0.75,0.23,35,28,495,0,12,137,10,0
76,76561198081329140,12.4,104.97,0.47,0,125,22,171,117,14,82,6,0
76,76561198291270480,5.98,188.66,0.42,0.48,61,75,265,14,1,2,4,0
76,76561198279639612,2.17,76.59,0.08,0.12,45,50,150,85,57,20,20,0
76,76561198163823022,2.37,413.27,0.23,0,45,22,101,27,0,11,3,0
76,76561198968302844,1.42,142.17,0.18,0.46,7,7,34,8,0,0,4,0
76,76561198196112189,10.7,377.8,0.24,0.33,63,18,643,33,0,5,4,0
76,76561198137780656,7.18,123.09,0.2,0.29,50,33,146,29,3,3,5,0
76,76561197998338876,69.13,727.08,0.0,0,48,11,343,82,15,10,1,0
76,76561197963352775,13.73,244.97,0.01,0.2,27,17,683,6,2,81,18,0
76,76561198013363684,12.2,377.15,0.89,0,82,74,411,15,0,141,42,0
76,76561198399329344,16.37,451.72,0.46,0,75,61,253,0,1,1,5,0
76,76561198293544771,13.97,1115.48,0.89,0.57,9,9,31,45,4,10,1,0
76,76561198361785644,67.22,1345.46,0.28,0,8,6,22,31,0,0,9,0
