rank,Steam ID,last Two Weeks,ATH,scoreSum,status_U_Count,Level,Badges,Games,Friends,Groups,Screenshots,Reviews,Cluster
1,76561199177312046,44.93,847.25,0.6,0.4,32,19,30,34,3,1,4,0
1,76561199230583047,32.52,216.74,0.42,0.01,24,13,11,7,5,0,1,0
1,76561199093279027,5.65,80.92,0.12,0.05,3,3,17,12,0,0,2,0
1,76561199354815053,3.32,38.97,0.15,0.43,22,9,1,7,0,1,3,0
1,76561199170382850,24.6,115.09,0.42,0.12,7,8,12,27,1,15,5,0
1,76561199155770012,41.42,168.23,0.28,0.03,4,5,10,10,0,0,3,0
1,76561198146931627,306.88,4426.19,0.78,0.03,70,67,406,0,864,2,10,-1
1,76561199434065123,15.17,15.17,0.09,0.06,1,1,1,2,0,0,1,0
1,76561198262139345,20.92,21.7,0.15,0.4,5,4,4,24,9,0,1,0
1,76561198983372416,6.87,56.04,0.13,0.09,2,2,1,2,0,0,1,0
1,76561199241798645,12.67,402.92,0.4,0.22,20,14,23,69,55,9,4,0
1,76561199436279311,8.33,8.33,0.07,0.03,1,1,1,4,0,0,1,0
1,76561199101149579,6.6,47.15,0.2,0.04,5,4,78,2,1,5,19,0
1,76561199387678813,47.05,106.98,0.22,0.52,9,5,1,0,4,0,1,0
1,76561198273495327,2.72,37.68,0.25,0.12,13,7,38,28,0,0,3,0
1,76561198263125190,11.57,284.61,0.55,0.19,16,11,69,26,4,38,10,0
1,76561199256918953,55.68,102.15,0.2,0.29,3,3,2,9,6,0,1,0
1,76561199436832518,1.08,1.08,0.04,0,1,2,1,0,1,0,1,0
1,76561197961011013,4.53,151.2,0.3,0.07,11,4,11,14,2,0,1,0
1,76561199114118354,15.22,50.56,0.19,0,3,3,24,12,0,0,2,0
1,76561199383282189,3.85,181.17,0.27,0.47,2,2,1,0,1,0,1,0
1,76561199394443244,7.85,61.68,0.18,0.62,4,4,1,12,2,1,1,0
1,76561199264909938,33.28,368.4,0.4,0.29,3,2,8,26,7,0,1,0
1,76561198277197033,63.33,156.54,0.6,0.07,17,10,53,0,6,9,2,0
1,76561198451350742,11.23,573.66,0.72,0.13,24,15,26,75,11,1,7,0
1,76561198377718361,2.18,115.2,0.28,0.41,6,4,1,18,12,0,1,0
1,76561198442566319,79.85,642.87,0.46,0.14,8,7,1,0,21,1,2,0
1,76561199404787726,17.33,44.2,0.22,0.08,1,1,1,3,0,0,1,0
1,76561198377509956,9.57,316.09,0.62,0.01,6,4,28,0,1,0,1,0
1,76561198841284240,20.12,20.92,0.18,0.17,12,13,17,65,12,0,2,0
1,76561199252473982,81.7,864.85,0.42,0.08,5,5,4,63,2,1,1,0
1,76561198976889135,100.52,319.9,0.31,0.35,15,7,5,45,1,0,2,0
1,76561198991204943,19.67,199.67,0.4,0.07,14,10,31,27,1,0,2,0
1,76561199223111356,33.8,98.78,0.16,0.04,7,5,26,11,0,0,3,0
1,76561199270577990,66.38,531.43,0.56,0.31,4,3,1,24,1,1,1,0
1,76561199162638045,34.45,46.62,0.15,0.06,1,2,4,7,0,0,1,0
1,76561199001675281,16.97,801.32,0.7,0.25,21,13,16,0,1,0,3,0
1,76561199137121296,11.95,641.34,0.55,0.22,69,70,58,44,3,74,2,0
1,76561199176474348,33.95,363.23,0.4,0.27,4,4,13,22,0,0,2,0
1,76561198831549280,11.63,632.91,0.84,0.16,6,5,6,18,9,5,1,0
1,76561199246298295,23.0,34.8,0.15,0.32,7,3,2,7,5,0,1,0
1,76561199411103942,38.08,52.52,0.19,0.16,50,109,583,43,2,3,2,0
1,76561199429791112,24.07,28.25,0.16,0,2,3,1,9,1,0,1,0
1,76561199435442761,13.72,13.72,0.05,0.26,1,1,1,1,2,0,1,0
1,76561198354376893,20.08,670.95,0.82,0.16,13,9,116,103,1,1,11,0
1,76561199413493910,12.18,52.37,0.16,0.04,10,4,1,2,0,0,2,0
1,76561198401708447,1.67,118.2,0.45,0.36,6,4,35,28,1,3,5,0
1,76561199434069840,14.28,14.28,0.13,0.47,3,3,2,2,0,0,2,0
1,76561199045614072,6.63,117.21,0.41,0.09,5,5,28,16,0,0,3,0
1,76561199118670429,14.37,163.06,0.42,0.23,7,4,33,12,1,1,2,0
1,76561199431319226,32.72,33.7,0.19,0.28,1,1,2,2,0,0,1,0
1,76561198358910458,39.77,278.6,0.56,0.36,32,40,161,168,4,9,4,0
1,76561199170600240,30.92,200.3,0.29,0.31,15,8,10,2,1,0,1,0
1,76561198873412337,30.75,51.48,0.23,0.24,4,4,5,154,5,0,2,0
1,76561198196977751,3.45,379.41,0.71,0.31,10,7,23,142,1,0,4,0
1,76561198843026812,16.2,165.51,0.41,0.33,6,6,10,10,0,0,8,0
1,76561198083172266,1.02,50.12,0.26,0.03,11,8,94,8,0,1,29,0
1,76561199387030188,1.32,6.98,0.16,0.28,1,1,1,2,0,0,1,0
1,76561199425027366,224.42,416.35,0.21,0.38,3,2,1,27,1,0,1,0
1,76561199079140945,35.85,306.49,0.55,0.04,14,11,13,148,25,10,5,0
1,76561198068566505,21.13,57.46,0.31,0.23,37,9,122,29,1,0,16,0
1,76561199081351505,37.2,494.42,0.54,0.48,11,5,5,10,4,0,2,0
1,76561199418071800,44.92,80.38,0.28,0.01,7,3,3,14,2,2,1,0
1,76561199093325177,22.85,1005.81,0.55,0.2,5,7,6,152,6,1,1,0
1,76561199259611481,60.78,412.13,0.3,0.09,3,2,4,4,0,0,2,0
1,76561199110720346,14.95,114.28,0.33,0.75,3,5,5,22,0,0,1,0
1,76561197964428827,37.68,446.8,0.4,0.23,13,7,13,0,3,0,2,0
1,76561199070742719,39.83,47.03,0.15,0.09,3,3,12,21,7,0,1,0
1,76561199403956235,79.68,183.43,0.34,0.25,10,4,4,8,1,1,2,0
1,76561199112455489,35.83,235.3,0.3,0.7,8,7,9,0,1,0,2,0
1,76561198145674841,20.67,213.39,0.57,0.04,75,15,167,65,3,4,23,0
1,76561199424967497,66.5,149.2,0.2,0.09,7,3,1,15,2,0,1,0
1,76561199436276557,18.72,18.72,0.04,0,3,4,1,0,2,0,1,0
1,76561199281891319,22.35,309.32,0.21,0.05,22,4,4,11,0,0,1,0
1,76561199331189518,8.57,17.17,0.06,0.21,2,3,2,2,0,0,1,0
1,76561199031902408,60.32,710.8,0.52,0.21,3,3,4,51,37,0,1,0
1,76561199379459650,25.18,212.6,0.22,0.27,10,6,2,9,0,1,1,0
1,76561199143066939,7.2,62.88,0.03,0.45,48,14,3,0,5,1,2,0
1,76561199001806666,8.92,746.27,0.48,0.15,4,4,5,90,9,0,1,0
1,76561199084041675,14.38,128.79,0.3,0.41,5,7,15,32,2,0,2,0
1,76561198452653805,40.83,670.49,0.55,0.12,4,3,2,141,3,0,1,0
1,76561199262658326,51.03,218.17,0.36,0.36,3,3,1,0,0,0,1,0
1,76561199374646770,13.12,90.45,0.16,0.22,2,3,1,4,3,0,1,0
1,76561198982508966,38.97,186.69,0.3,0.25,10,8,42,21,4,0,2,0
1,76561198899028899,24.38,59.97,0.19,0.36,2,2,4,1,0,0,1,0
1,76561198010390151,45.4,1084.11,0.82,0.08,14,5,20,0,6,1,1,0
1,76561198397132925,1.27,34.23,0.36,0.27,12,10,45,12,1,1,5,0
1,76561198302188233,4.58,273.13,0.75,0.32,11,5,43,25,0,0,2,0
1,76561197961186079,33.97,33.97,0.2,0.07,13,6,9,21,39,0,1,0
1,76561199233670777,16.8,200.43,0.4,0.27,2,2,3,11,1,0,1,0
1,76561199080483560,8.4,96.08,0.23,0.02,10,8,5,16,2,0,5,0
1,76561198014302633,5.58,63.23,0.46,0.01,46,50,446,37,2,12,22,0
1,76561198305602159,44.22,336.95,0.68,0.37,10,5,2,95,3,5,1,0
1,76561198336536136,2.28,21.57,0.21,0.26,17,7,99,26,2,1,12,0
1,76561199118799240,11.23,196.51,0.37,0.15,5,4,8,22,1,0,1,0
1,76561198973611618,7.75,48.67,0.25,0.12,30,19,61,34,1,3,10,0
1,76561198364767776,2.7,143.33,0.53,0.19,11,5,21,44,1,0,4,0
1,76561198344404306,34.4,82.14,0.29,0.17,6,4,9,61,1,2,2,0
1,76561198840136222,77.92,967.33,0.43,0.22,31,16,1,17,2,0,2,0
1,76561199216434595,47.25,338.72,0.34,0,2,3,8,0,6,0,1,0
1,76561199226697049,12.87,613.73,0.37,0.37,16,7,7,0,3,1,1,0
1,76561199377266931,76.7,76.73,0.17,0.39,1,1,1,0,0,0,1,0
1,76561198090990212,58.28,757.14,0.67,0.33,10,5,7,267,16,11,1,0
1,76561199065155006,20.03,318.77,0.46,0.23,4,4,11,44,2,0,1,0
1,76561199217465589,56.73,242.45,0.46,0.03,2,3,1,30,2,1,1,0
1,76561198080213029,17.13,361.94,0.74,0.19,11,6,50,20,8,0,1,0
1,76561199095598944,37.9,735.52,0.54,0.13,5,4,14,47,5,0,2,0
1,76561199001936094,10.98,401.24,0.52,0.02,14,12,15,63,2,0,4,0
1,76561199208940692,11.72,72.81,0.24,0.06,1,2,4,7,0,0,1,0
1,76561199111283554,20.48,43.1,0.14,0.02,16,7,15,15,5,1,4,0
1,76561198425922201,8.08,570.4,0.66,0.02,12,8,36,0,10,1,1,0
1,76561199367798220,5.8,5.9,0.1,0.94,3,4,1,3,1,0,1,0
1,76561199114028703,7.55,42.89,0.2,0.18,11,7,26,0,0,0,2,0
1,76561199111892010,28.13,51.58,0.14,0.28,3,3,6,11,4,0,1,0
1,76561199214346519,84.63,338.68,0.32,0.07,7,4,3,31,1,0,1,0
1,76561198999603121,8.15,257.23,0.47,0.36,5,4,9,61,22,0,1,0
1,76561199193901803,8.85,531.87,0.47,0.11,4,4,15,70,2,0,1,0
1,76561198165268940,5.42,413.81,0.64,0.02,13,9,104,54,0,62,7,0
1,76561199174876769,56.32,1657.27,0.3,0.24,2,3,2,41,4,1,1,0
1,76561199429173755,58.1,75.5,0.26,0.17,4,4,1,35,15,2,1,0
1,76561198869430848,47.78,110.25,0.3,0.01,11,5,16,22,1,0,1,0
1,76561198881188829,149.58,290.78,0.46,0.17,9,5,2,44,8,0,1,0
1,76561199419292217,61.83,119.25,0.26,0.29,4,4,1,3,0,0,1,0
1,76561199079157929,11.28,131.49,0.25,0.2,3,3,10,47,1,0,1,0
1,76561198406671743,43.4,1576.37,0.79,0.13,7,4,14,170,22,1,3,0
1,76561199143330993,48.5,99.49,0.31,0,4,3,18,16,2,2,1,0
1,76561198085440217,3.08,219.96,0.6,0.08,13,6,73,64,12,18,2,0
1,76561198998141422,12.92,120.67,0.51,0.1,12,8,52,22,3,3,11,0
1,76561199119997010,41.25,63.47,0.23,0.03,5,6,12,40,3,6,2,0
1,76561199036851798,48.98,168.23,0.46,0.06,3,3,14,29,1,0,1,0
1,76561199435238672,185.88,184.07,0.08,0,3,2,1,8,0,1,1,0
1,76561199215777314,4.9,23.25,0.11,0.24,1,2,6,3,0,0,6,0
1,76561198874040516,5.38,305.36,0.53,0.13,3,3,6,94,12,1,1,0
1,76561198445290210,16.1,66.77,0.19,0.24,6,5,9,7,0,0,3,0
1,76561198252555592,2.43,103.05,0.71,0.08,11,8,21,32,7,1,3,0
1,76561199436166089,10.58,10.58,0.06,0.5,3,3,2,0,1,0,1,0
1,76561198372427061,68.23,275.67,0.25,0.17,5,4,4,37,11,0,1,0
1,76561198159920315,15.37,939.77,0.71,0.31,12,7,12,0,13,12,2,0
1,76561199310485429,4.47,216.97,0.26,0.2,3,2,6,0,5,0,1,0
1,76561199126838630,7.2,105.47,0.3,0.47,2,3,5,22,11,0,2,0
1,76561197989141779,7.0,12.58,0.11,0.1,27,9,10,0,3,0,3,0
1,76561198853163475,39.85,516.13,0.65,0.18,12,8,12,79,8,1,1,0
1,76561199033999196,9.4,68.7,0.25,0.19,4,5,21,9,0,0,4,0
1,76561198354378731,7.2,712.91,0.77,0.43,10,4,15,42,2,0,1,0
1,76561198426010565,12.97,136.16,0.35,0.19,5,3,1,5,6,0,1,0
1,76561199062326304,16.95,558.6,0.41,0.16,3,3,2,67,0,0,1,0
1,76561198187419293,17.92,131.04,0.54,0.28,24,13,9,8,7,0,1,0
1,76561199427884803,60.87,105.88,0.18,0.14,8,4,13,0,5,1,2,0
1,76561198817232314,7.25,26.62,0.13,0.05,5,3,3,15,5,0,1,0
1,76561199120484865,29.63,145.25,0.3,0.14,2,3,1,50,5,0,1,0
1,76561198432078836,57.28,334.23,0.37,0.12,6,6,13,11,1,0,3,0
1,76561198113775181,2.48,76.14,0.55,0.49,20,13,72,31,3,3,2,0
1,76561199404901180,14.43,14.43,0.06,0.11,1,1,1,2,0,0,1,0
1,76561198844171805,2.42,174.55,0.51,0.04,8,5,148,87,0,0,2,0
1,76561198843532513,88.15,324.29,0.42,0.14,5,4,13,6,6,0,2,0
1,76561199355370706,3.78,19.77,0.08,0,7,3,2,0,0,0,1,0
1,76561198320993554,3.53,5.35,0.09,0,7,4,53,3,1,1,11,0
1,76561198836537364,17.37,62.22,0.21,0,6,3,26,15,0,0,3,0
1,76561199435952651,4.32,4.32,0.05,0,1,1,1,2,0,0,1,0
1,76561199436371121,17.1,17.1,0.1,0.39,1,1,1,1,0,0,1,0
1,76561199240828500,15.38,23.23,0.09,0,2,2,1,6,1,0,1,0
1,76561199213957478,17.62,29.58,0.11,0.08,14,9,6,8,0,0,4,0
1,76561198973522107,24.1,118.99,0.43,0.03,244,838,600,35,5,24,28,-1
1,76561198987610193,12.48,488.85,0.47,0.11,22,18,29,90,18,44,5,0
1,76561199277933558,16.32,101.57,0.2,0.09,2,3,3,5,0,0,1,0
1,76561198286432846,6.58,390.44,0.65,0.06,5,3,19,61,6,0,2,0
1,76561199120682786,15.77,26.09,0.15,0.44,3,3,31,11,1,0,1,0
1,76561199010167157,90.73,315.12,0.43,0,2,2,1,59,7,0,1,0
1,76561198089371957,10.35,231.56,0.67,0.18,14,9,41,71,11,1,3,0
1,76561199229598266,21.05,291.33,0.5,0.25,5,4,11,51,7,0,1,0
1,76561198048052233,2.2,109.26,0.5,0.05,8,3,47,37,9,0,2,0
1,76561198134774196,13.53,81.15,0.23,0.33,26,11,76,29,2,1,3,0
1,76561199169281136,34.43,267.23,0.4,0.12,4,4,3,7,0,0,1,0
1,76561199367470719,11.03,96.93,0.25,0.03,3,2,33,0,0,0,1,0
1,76561199221098277,2.75,53.5,0.22,0.21,2,2,10,5,0,0,1,0
1,76561197971959475,6.07,17.44,0.13,0.21,15,6,145,5,3,0,7,0
1,76561199043935212,11.98,26.73,0.02,0.19,2,2,10,10,0,0,3,0
1,76561198445853231,24.82,95.56,0.33,0.2,5,3,9,14,3,0,1,0
1,76561199420001542,20.65,35.87,0.17,0.02,1,1,1,7,2,0,1,0
1,76561199089213043,12.1,279.66,0.47,0.37,20,12,6,36,3,0,1,0
1,76561199424274282,4.78,4.78,0.03,0,3,4,1,3,1,0,1,0
1,76561198837638103,7.9,273.36,0.48,0.07,6,6,9,18,11,6,1,0
1,76561199179875971,8.02,199.92,0.49,0.2,10,8,7,40,2,0,1,0
1,76561199435147192,46.7,46.7,0.44,0.04,4,4,2,0,4,0,1,0
1,76561199378424136,45.63,199.43,0.37,0.06,1,1,1,14,0,0,1,0
1,76561199133602766,21.98,91.7,0.21,0.14,3,5,3,10,1,0,1,0
1,76561199093558583,123.35,205.19,0.26,0.24,15,10,4,74,1,1,1,0
1,76561198438564787,8.37,146.41,0.32,0.16,5,3,6,15,1,1,1,0
1,76561198821188538,33.47,336.17,0.44,0.13,5,4,6,8,0,0,3,0
1,76561198970092377,74.53,192.47,0.29,0.11,5,3,17,63,3,1,1,0
1,76561199157065935,2.33,141.23,0.37,0.54,3,3,2,3,1,1,1,0
1,76561199384128226,31.23,131.28,0.24,0.12,10,3,1,29,1,1,1,0
1,76561199018144245,45.82,690.44,0.56,0.41,15,10,9,55,331,0,1,-1
1,76561199123217965,3.95,224.77,0.27,0.25,23,6,32,50,3,0,1,0
1,76561199223520938,69.65,70.42,0.12,0.19,8,5,5,8,0,0,1,0
1,76561199213340522,42.98,486.41,0.51,0.1,3,5,8,48,6,0,1,0
1,76561199315761158,43.32,106.83,0.21,0.19,2,2,4,8,1,0,2,0
1,76561199167637020,32.6,54.27,0.18,0.55,4,4,9,6,2,0,2,0
1,76561199354562735,12.07,84.32,0.19,0.69,2,3,3,16,3,2,1,0
1,76561199114560164,27.98,265.36,0.27,0.31,3,4,1,18,3,0,1,0
1,76561199125240284,20.47,152.18,0.28,0.24,7,4,1,0,0,0,1,0
1,76561198980379763,17.45,577.63,0.5,0.12,5,4,18,59,9,0,1,0
1,76561198078389009,24.5,222.79,0.6,0.36,43,18,710,115,5,11,6,0
1,76561199214118442,28.28,111.91,0.4,0.33,2,3,2,13,2,0,1,0
1,76561198389216344,10.32,270.28,0.44,0.12,12,12,39,23,3,0,12,0
1,76561199382398901,95.25,203.02,0.13,0.63,1,1,5,3,1,0,1,0
1,76561199134697999,75.3,2740.88,0.53,0.33,2,3,3,99,0,0,1,0
1,76561199060677465,24.03,1469.57,0.71,0.37,31,29,8,181,140,1,1,-1
1,76561199074090028,4.17,183.32,0.39,0.3,4,5,3,16,19,0,1,0
1,76561198888399401,25.28,87.93,0.34,0.03,3,3,1,5,2,0,1,0
1,76561199411875673,34.5,131.55,0.21,0.19,5,3,1,18,2,0,1,0
1,76561198848426913,31.67,471.85,0.66,0.5,14,7,4,39,36,0,1,0
1,76561198289359354,37.0,897.53,0.4,0.09,8,4,30,22,7,0,1,0
1,76561198294424089,1.32,288.64,0.52,0.24,10,6,6,34,5,2,2,0
1,76561199253831381,2.62,59.38,0.2,0.18,1,1,2,16,0,0,1,0
1,76561198448333850,1.67,46.06,0.3,0.08,8,6,74,29,2,0,2,0
1,76561198043455338,6.03,177.56,0.58,0.02,15,6,91,129,1,11,6,0
1,76561199392857627,38.18,160.18,0.16,0.29,2,2,2,2,9,0,1,0
1,76561199225644983,34.33,114.87,0.18,0.75,1,1,5,16,0,0,4,0
1,76561199037492850,23.1,87.97,0.34,0.03,7,5,5,19,1,0,1,0
1,76561198127598919,1.2,93.33,0.5,0,7,3,39,18,0,2,1,0
1,76561198995960346,42.17,520.25,0.57,0.17,32,14,77,99,7,40,4,0
1,76561199387928643,12.82,40.92,0.15,0.18,10,5,1,3,2,5,1,0
1,76561199111341812,6.03,253.99,0.4,0.24,4,5,13,0,5,4,5,0
1,76561199053462596,14.43,92.97,0.28,0.21,4,5,1,10,0,0,1,0
1,76561198799899160,9.13,358.97,0.67,0.12,9,4,21,15,1,7,6,0
1,76561199196373212,1.35,379.35,0.62,0.17,10,7,2,27,0,1,2,0
1,76561198213055683,12.07,86.32,0.47,0,14,13,102,39,0,22,19,0
1,76561198165270996,35.67,825.09,0.71,0.22,12,5,5,135,9,1,1,0
1,76561198796690170,1.92,265.89,0.41,0.17,5,3,50,34,3,0,1,0
1,76561199232543129,20.92,324.78,0.38,0.17,10,9,16,14,8,1,1,0
1,76561199388195731,24.8,49.82,0.16,0.02,7,3,2,4,1,1,1,0
1,76561199137480840,29.72,928.65,0.52,0.29,11,4,27,219,1,0,1,0
1,76561199103425381,35.72,76.85,0.25,0.4,10,5,5,16,3,1,1,0
1,76561198298990948,7.2,243.4,0.71,0.48,14,14,56,21,2,12,2,0
1,76561199430885186,12.3,12.3,0.08,0.12,1,1,3,6,0,0,1,0
1,76561198798903655,21.77,816.15,0.73,0.27,20,16,18,106,63,0,1,0
1,76561199016085159,18.37,68.09,0.32,0.15,7,5,60,9,1,0,13,0
1,76561198313405605,1.57,28.42,0.23,0,7,5,12,17,16,10,8,0
1,76561199238765865,14.1,257.82,0.41,0.11,2,3,2,25,1,0,1,0
1,76561199038446994,26.98,454.73,0.43,0.36,10,6,6,82,0,1,2,0
1,76561199122608021,16.95,205.77,0.27,0,1,2,2,3,0,0,1,0
1,76561199224998974,26.0,73.41,0.22,0.22,2,2,9,10,0,0,7,0
1,76561199058418458,50.05,413.49,0.37,0.27,10,6,2,48,11,0,1,0
1,76561199122933012,5.02,194.73,0.44,0.2,19,7,13,42,6,0,1,0
1,76561199009204051,6.78,167.55,0.41,0.37,4,5,1,20,2,0,1,0
1,76561199161759188,17.33,88.09,0.29,0.11,3,4,1,15,2,0,1,0
1,76561198348973712,2.08,51.6,0.34,0.37,14,11,12,0,1,0,2,0
1,76561199016425591,30.48,1234.34,0.53,0.24,3,3,11,0,2,0,1,0
1,76561199225721499,102.33,302.21,0.42,0.13,2,2,1,48,11,0,1,0
1,76561199186744219,9.73,395.1,0.45,0.19,3,6,9,30,13,12,2,0
1,76561198861579307,37.48,225.2,0.38,0.26,10,4,3,11,2,0,1,0
1,76561199435809393,18.27,18.27,0.08,0.12,1,1,1,3,1,0,1,0
1,76561199388696619,67.03,76.7,0.17,0.02,3,2,1,0,1,0,1,0
1,76561198838885865,4.43,107.09,0.63,0.3,12,7,4,41,4,0,1,0
1,76561199186815596,49.95,154.2,0.33,0.14,2,3,9,25,0,0,4,0
1,76561199238498968,112.38,126.43,0.24,0.57,1,1,4,9,0,0,1,0
1,76561199045598149,5.9,101.63,0.22,0.22,6,5,8,26,8,0,1,0
1,76561199215081139,29.27,526.25,0.4,0.51,4,5,1,46,5,0,1,0
1,76561199043195792,24.05,96.14,0.28,0.25,2,2,7,12,0,1,2,0
1,76561198262579606,2.48,378.05,0.69,0.24,5,3,1,29,0,3,1,0
1,76561199054062842,3.27,23.32,0.2,0.16,4,4,1,67,1,0,2,0
1,76561199434775039,19.45,19.45,0.07,0,3,3,1,2,1,0,1,0
1,76561199130674054,20.33,107.72,0.3,0.38,12,5,14,23,1,0,6,0
1,76561199118104116,2.45,156.11,0.35,0.46,7,9,46,23,3,0,4,0
1,76561199407260199,30.35,112.37,0.21,0.31,1,1,2,5,0,0,1,0
1,76561198219630539,108.9,103.62,0.53,0.1,7,4,5,9,0,42,1,0
1,76561199142523584,11.1,74.3,0.23,0.3,1,2,1,23,2,0,1,0
1,76561199172750130,58.45,252.21,0.42,0.52,8,6,1,47,1,0,1,0
1,76561199351856927,39.03,121.68,0.48,0.15,1,1,2,20,0,0,1,0
1,76561199430919539,11.48,11.85,0.08,0,3,3,1,4,2,0,1,0
1,76561198405277294,34.27,120.89,0.47,0.18,6,4,31,28,0,0,8,0
1,76561199230477416,23.1,221.15,0.38,0.51,2,2,3,9,0,0,1,0
1,76561199290197576,63.83,120.98,0.23,0.27,2,2,4,10,19,0,2,0
1,76561199399834947,222.78,595.02,0.41,0.32,13,7,6,74,1,0,1,0
1,76561198890157605,24.73,126.23,0.37,0.31,13,11,73,22,4,5,16,0
1,76561198192044462,55.78,67.54,0.29,0,20,14,22,40,2,0,4,0
1,76561198125605951,18.85,228.61,0.62,0.05,40,63,507,107,2,875,19,-1
1,76561199114715774,17.32,216.57,0.34,0.41,10,6,3,27,1,1,2,0
1,76561198404196829,2.98,684.11,0.63,0.36,12,7,2,0,9,1,1,0
1,76561198932284623,8.85,59.37,0.42,0.1,8,5,28,6,0,0,2,0
1,76561199205611418,21.48,699.98,0.5,0.17,9,5,13,54,0,0,2,0
1,76561199171028988,4.03,774.0,0.67,0.26,20,12,21,0,10,3,5,0
1,76561199376096008,87.5,286.0,0.99,0.4,2,2,3,6,0,0,1,0
1,76561198046123070,8.07,248.96,0.54,0.05,9,4,47,0,10,0,1,0
1,76561199120882336,6.7,171.76,0.34,0.19,4,4,30,23,0,0,1,0
1,76561198131749146,8.48,132.59,0.65,0.11,45,24,77,203,896,26,9,-1
1,76561198992217638,16.47,97.26,0.22,0.07,6,4,160,21,1,1,12,0
1,76561198104677557,10.82,664.67,0.8,0,13,6,92,65,7,109,8,0
1,76561198881516952,1.07,145.72,0.34,0.34,5,8,19,28,4,0,4,0
1,76561198404056616,21.03,707.42,0.61,0.14,40,33,78,33,0,0,3,0
1,76561198101127208,38.35,823.46,0.75,0.27,10,5,67,136,20,5,1,0
1,76561199233225152,33.77,259.07,0.56,0.09,2,2,3,20,1,0,1,0
1,76561198875316748,6.5,61.29,0.24,0.06,3,2,15,17,0,0,1,0
1,76561198166861424,10.07,203.38,0.78,0.1,12,5,50,25,2,4,5,0
1,76561199084811083,40.47,88.72,0.23,0.16,3,3,13,13,1,0,2,0
1,76561199242252168,19.02,45.37,0.21,0.03,4,3,15,10,1,1,6,0
1,76561199198046380,20.83,213.13,0.31,0.03,5,6,12,44,0,0,2,0
1,76561199419569065,32.67,46.27,0.13,0.31,10,4,2,13,3,0,1,0
1,76561199242074308,42.15,234.92,0.33,0.18,1,1,1,42,0,0,1,0
1,76561199406793579,29.2,90.77,0.22,0.25,5,2,1,11,0,0,1,0
1,76561199095395883,39.57,1040.51,0.49,0.08,30,15,14,13,7,0,1,0
1,76561197979859917,63.88,112.75,0.41,0.27,12,6,32,233,18,1,7,0
1,76561198309628478,24.98,45.6,0.27,0.04,11,5,127,23,0,4,3,0
1,76561198042092816,31.98,143.67,0.37,0.01,8,3,43,21,0,1,2,0
1,76561199152695093,33.98,565.01,0.48,0.03,7,5,2,16,14,0,1,0
1,76561198802729250,16.65,293.06,0.45,0.17,10,7,33,22,2,4,2,0
1,76561199035529508,24.23,174.1,0.44,0.44,3,3,3,15,3,0,1,0
1,76561197992533260,29.17,137.68,0.46,0.05,10,3,54,43,3,6,1,0
1,76561199206514888,15.0,345.51,0.31,0.3,15,9,6,28,3,1,1,0
1,76561199216092724,52.2,97.14,0.23,0.2,1,3,5,9,0,0,2,0
1,76561199433241086,29.8,29.8,0.16,0.5,1,1,3,5,0,0,1,0
1,76561199237439087,14.0,109.83,0.35,0.37,2,2,1,9,0,0,1,0
1,76561197963232865,83.1,83.1,0.15,0.02,10,3,9,5,2,0,1,0
1,76561199009634965,93.27,617.45,0.47,0.42,12,6,5,0,3,3,1,0
1,76561198039851747,291.62,919.34,0.73,0.19,12,4,6,6,556,0,4,-1
1,76561199383867893,2.17,22.15,0.08,0.28,2,2,2,8,1,0,2,0
1,76561199326762366,42.22,155.08,0.28,0.29,8,4,3,12,6,0,1,0
1,76561198146588977,11.0,250.29,0.74,0.3,16,13,63,89,29,28,5,0
1,76561199335522476,15.42,56.68,0.13,0.68,1,1,3,6,0,0,1,0
1,76561199311605489,16.9,88.35,0.17,0.35,10,3,8,25,3,1,1,0
1,76561198857691465,35.75,198.55,0.64,0.17,25,22,54,17,4,16,9,0
1,76561199145277049,28.97,75.24,0.27,0.65,3,3,16,9,6,0,1,0
1,76561199433903275,18.38,18.38,0.08,0.56,2,3,1,4,3,0,1,0
1,76561199435924398,16.6,16.6,0.12,0.86,4,3,1,3,2,1,2,0
1,76561199379218473,22.78,185.48,0.29,0.4,3,3,1,15,5,0,1,0
1,76561199244891985,90.32,144.17,0.34,0.22,4,4,5,0,1,1,1,0
1,76561198993781772,90.32,98.61,0.34,0.11,6,6,18,39,2,0,5,0
1,76561197999530536,283.13,874.11,0.66,0.23,14,4,6,4,553,0,4,-1
1,76561199217471261,17.87,68.02,0.23,0.34,2,3,1,7,1,0,1,0
1,76561199142018209,63.35,244.62,0.63,0.4,10,5,7,26,1,1,1,0
1,76561199357258233,52.05,94.9,0.28,0.04,3,5,2,7,0,0,1,0
1,76561199139990454,29.1,110.48,0.32,0.22,3,3,5,8,0,0,3,0
1,76561199422545498,27.83,43.22,0.15,0.04,1,1,1,13,0,0,1,0
1,76561198348962073,1.42,138.27,0.39,0.02,5,3,13,18,0,0,1,0
1,76561199002642725,49.18,201.37,0.32,0.37,7,4,3,9,1,0,1,0
1,76561198315131181,162.7,777.04,0.54,0.06,28,7,38,57,8,0,1,0
1,76561197972132901,13.72,410.99,0.66,0.32,14,5,16,134,16,0,1,0
1,76561199047215982,38.33,91.87,0.17,0.42,6,6,3,39,0,0,2,0
1,76561199370262493,35.0,155.17,0.29,0.43,20,8,9,19,4,0,3,0
